TITULO DEL PROYECTO,INSTITUCION,RESPONSABLE,NIVEL,DEMANDA
COLABORACIÓN PUBLICO - PRIVADO EN LA PRESTACION DE SERVICIOS DE SALUD EN MÉXICO Y EL PAPEL DEL ESTADO EN SU REGULACIÓN,"Fundacion Mexicana Para La Salud, A.C.",Gustavo Humberto Nigenda López,2,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
CALIDAD DE LA ATENCIÓN MÉDICA EN LOS SERVICIOS GERIÁTRICOS Y MÓDULOS GERONTOLÓGICOS DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO.,Instituto Nacional de Salud Pública,Gustavo Humberto Nigenda López,2,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
evaluación del perfil de micrornas en sangre periférica de pacientes con neumonía grave asociada a la infección por el virus A/H1N1.,Instituto Nacional de Enfermedades Respiratorias,Gustavo Ramírez Martínez,Candidato,Enfermedades Infecciosas y Parasitarias
"""Estudio ex vivo de la regulación epigenética de un grupo de genes relacionados con la obesidad""",Instituto Mexicano del Seguro Social,Haydee Rosas Vargas,1,Trastornos de la Nutrición
Identificación y análisis funcional de variantes polimórficas en la secuencia codificante del gen MECP2 en pacientes obesos con riesgo de trastorno alimentario.,Instituto Mexicano del Seguro Social,Haydee Rosas Vargas,1,Trastornos de la Nutrición
DISEÑO DE NUEVOS FÁRMACOS TOCOLÍTICOS Y SU EVALUACIÓN PRECLÍNICA EN ÚTERO HUMANO,Universidad Autónoma Del Estado de Hidalgo,Hector Antonio Ponce Monter,2,Salud Reproductiva y Perinatal
"Caracterización clínica, neuropsicológica y de la actividad eléctrica en adultos con daño cerebral secundario a Traumatismo Craneoencefálico ó a un evento Cerebro-Vascular; procedimientos diagnósticos y neurorehabilitación integral.",Instituto Nacional de Rehabilitación,Héctor Brust Carmona,,Accidentes y Violencia
"CÉLULAS TRONCALES LEUCÉMICAS: CARACTERIZACIÓN BIOLÓGICA IN VITRO Y ESTUDIO DE SISTEMAS DE CULTIVO PARA EVALUAR EL EFECTO DE AGENTES ANTINEOPLÁSICOS Y ELIMINAR, DE MANERA SELECTIVA, A CÉLULAS HEMATOPOYÉTICAS LEUCÉMICAS",Instituto Mexicano del Seguro Social,Hector de Jesus Mayani Viveros,3,Neoplasias Malignas
CÉLULAS HUMANAS DE LA SANGRE DE CORDON UMBILICAL COMO FUENTE PARA LA GENERACIÓN DE CÉLULAS Y TEJIDOS CON FINES DE TRASPLANTE,Instituto Mexicano del Seguro Social,Hector de Jesus Mayani Viveros,3,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
"VÍA DE SEÑALIZACIÓN DE LA INSULINA Y DIABETES MELLITUS TIPO 2, EN MEXICANOS SIN SOBREPESO: ESTUDIO DE GENES CANDIDATOS",Instituto Nacional de Salud Pública,Héctor Eduardo Velasco Mondragón,,Padecimientos Congénitos o de origen genético
Polarización de las células T de memoria centrales como biomarcador de riesgo en pacientes en etapa avanzada de la enfermedad por VIH,Instituto Nacional de Enfermedades Respiratorias,Hector Enrique Espinosa Arciniega,1,Enfermedades Infecciosas y Parasitarias
SEGMENTACIÓN DE IMÁGENES COLPOSCÓPICAS UTILIZANDO PATRONES TEMPORALES ACETOBLANCOS PARA LA CLASIFICACIÓN DE LESIONES CÉRVICO UTERINAS.,Universidad Veracruzana,Héctor Gabriel Acosta Mesa,1,Neoplasias Malignas
Analisis del comportamiento espectral del epitelio escamoso normal del cervix y el epitelio acetoblanco por infeccion de virus del papiloma mediante el procesamiento digital de imagenes colposcopicas usando un modelo dinamico lineal.,Universidad Veracruzana,Héctor Gabriel Acosta Mesa,1,Neoplasias malignas
DETECCIÓN DE METÁSTASIS ÓSEAS MEDIANTE SECUENCIA DE DIFUSIÓN OBTENIDA POR RESONANCIA MAGNÉTICA,"Universidad Nacional Autónoma De México, UNAM",HECTOR MANUEL BARRAGAN CAMPOS,1,NEOPLASIAS MALIGNAS EN NIÑOS Y ADULTOS
Prototipo de Sistema de Rayos-X Guiado por Imágenes para Radioterapia Mediada por Agentes de Contraste,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),Héctor Mauricio Garnica Garza,1,Desarrollo y Evaluación de Tecnologías para la Salud
APARATO PARA RADIOTERAPIA GUIADA POR IMÁGENES EN PRESENCIA DE UN AGENTE DE CONTRASTE,Centro de Investigación y de Estudios Avanzados del I.P.N. (Cinvestav),Héctor Mauricio Garnica Garza,1,NEOPLASIAS MALIGNAS EN NIÑOS Y ADULTOS
DIAGNÓSTICO SITUACIONAL SOBRE EL SÍNDROME DE ESTRES LABORAL (BURN OUT) EN DOS HOSPITALES DEL I.S.S.S.T.E. Y DOS HOSPITALES FEDERALES DE REFERENCIA.,"Instituto de Seguridad y de Servicios Sociales para los Trabajadores Del Estado, ISSSTE",Héctor Noe Morales Ortíz,,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
Intervención nutricional para potencializar la capacidad funcional a través de la recuperación de la masa y fuerza muscular en adultos mayores con sarcopenia.,"Centro de Investigación en Alimentación y Desarrollo, A.C., (CIAD)",Heliodoro Alemán Mateo,1,Grupos Vulnerables
Desarrollo de un programa de vigilancia epidemiológica de la gastroenteritis viral infantil en México,"Centro Nacional de Programas Preventivos y Control de Enfermedades, (Cenaprece)",Herlinda García Lozano,,Enfermedades Infecciosas y Parasitarias
Epidemiología molecular de las cepas de rotavirus circulantes en México,"Centro Nacional de Programas Preventivos y Control de Enfermedades, (Cenaprece)",Herlinda García Lozano,,Enfermedades Infecciosas y Parasitarias
TERAPIA GÉNICA Y CÉLULAR PARA REGENERACIÓN ÓSEA CON UN IMPLANTE DE CÉLULAS MADRE MESENQUIMALES MODIFICADAS GENÉTICAMENTE CON LAS PROTEÍNAS MORFOGENÉTICAS DE HUESO 2 Y 7 EN UN MODELO OVINO,Universidad Autónoma De Nuevo León,Herminia Guadalupe Martínez Rodríguez,1,Desarrollo y Evaluación de Tecnologías para la Salud
TERCERA ETAPA DE EVALUACIÓN DE LOS LINEAMIENTOS SOBRE CONSUMO DE ALIMENTOS Y BEBIDAS EN LAS ESCUELAS Y ENTORNO OBESIGÉNICO,Instituto Nacional de Salud Pública,HERNÁNDEZ BARRERA LUCIA,,Trastornos de la Nutrición
AISLAMIENTO Y SEROTIPIFICACIÓN DE VIRUS DEL DENGUE EN MOSQUITOS DEL GÉNERO AEDES PARA LA VIGILANCIA EPIDEMIOLÓGICA DE LA ENFERMEDAD,"Centro Nacional de Programas Preventivos y Control de Enfermedades, (Cenaprece)",Herón Huerta Jiménez,1,Enfermedades Infecciosas y Parasitarias
IMPORTANCIA DE LOS ANTECEDENTES FAMILIARES DE DIABETES MELLITUS TIPO 2 EN LA DISFUNCIÓN DE LA CÉLULA ENDOTELIAL. EVALUACIÓN DEL METABOLISMO DE LA GLUCOSA Y SU RELACIÓN CON LA SÍNTESIS DE ÓXIDO NÍTRICO Y EL ESTRÉS OXIDATIVO EN LA CÉLULA ENDOTELIAL,Instituto Nacional de Enfermedades Respiratorias,Hipolito Noe Alvarado Vásquez,1,Enfermedades crónicas o degenerativas
MÉTODOS DE PCR EN TIEMPO REAL PARA LA DETECCIÓN RÁPIDA DE FALLA AL TRATAMIENTO EN TUBERCULOSIS.,"Centro Nacional de Programas Preventivos y Control de Enfermedades, (Cenaprece)",Hiram Olivera Díaz,1,Enfermedades Infecciosas y Parasitarias
PREACONDICIONAMIENTO ISQUÉMICO REMOTO EN TRASPLANTE RENAL Y HEPATICO PARA MEJORAR LA VIABILIDAD DE LOS INJERTOS,Universidad Autónoma De Nuevo León,HOMERO ARTURO ZAPATA CHAVIRA,,"Trasplantes y Preservación de Órganos, Células, Células Troncales y Tejidos"
"EL ÁCIDO DOCOSAHEXAENOICO (DHA) DE LA DIETA INHIBE EL EFECTO NEGATIVO DE LAS INFECCIONES SOBRE EL ESTADO NUTRICIO AL MODULAR LA PRODUCCIÓN DE IL-1BETA, IL-6, IL-8, TNF ALFA Y LEPTINA EN NIÑOS CON SEPSIS Y NEUMONÍA.",Instituto Mexicano del Seguro Social,Homero Leonardo Martínez Salgado,2,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
MONITOR DE SIGNOS VITALES EN TIEMPO REAL PARA NEONATOS Y BEBES MENORES DE UN AÑO.,Instituto Tecnológico Superior de Tantoyuca,Horacio Bautista Santos,,Desarrollo y Evaluación de Tecnologías para la Salud
Riesgos a la salud por degradación y contaminación ambiental en las cuencas hidrográficas de México,Instituto Nacional de Salud Pública,Horacio Riojas Rodríguez,1,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
Riesgos a la salud por contaminación generada en tiraderos de basura a cielo abierto en el Estado de Morelos,Instituto Nacional de Salud Pública,Horacio Riojas Rodríguez,1,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
CARACTERIZACIÓN DE LA VULNERABILIDAD ASOCIADA AL CAMBIO CLIMÁTICO EN MÉXICO Y SUS EFECTOS LOCALES EN LA SALUD,Instituto Nacional de Salud Pública,Horacio Riojas Rodríguez,1,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
Prevención de obesidad en niños: una intervención basada en la atención en Guarderías del Instituto Mexicano del Seguro Social,Instituto Nacional de Salud Pública,Hortensia Reyes Morales,2,Trastornos de la Nutrición
Diseño y evaluación de un modelo de atención integral con enfoque social a la salud para afrontar el problema de la violencia de género en la población derechohabiente del Instituto Mexicano del Seguro Social,Instituto Mexicano del Seguro Social,Hortensia Reyes Morales,2,Evaluación del Desempeño e Impacto de los Servicios de Salud
CONTRIBUCIÓN DE LAS CÉLULAS TRONCALES CÁNCEROSAS A LA QUIMIORESISTENCIA MEDIADA POR EL EJE P38-YY1-MDR EN LOS LINFOMAS NO-HODGKIN PEDIÁTRICOS,Hospital Infantil De México Federico Gómez,HUERTA YEPEZ SARA,2,NEOPLASIAS MALIGNAS EN NIÑOS Y ADULTOS
BIOMARCADORES GENÓMICOS DE PREDICCIÓN DE RIESGO EN CÁNCER CERVICOUTERINO,Universidad Autónoma De Nuevo León,Hugo Alberto Barrera Saldaña,3,Neoplasias Malignas
PRODUCCIÓN POR INGENIERIA GENÉTICA DE LOS MIEMBROS DE LA FAMILIA DE LA HORMONA DEL CRECIMIENTO HUMANO.,Universidad Autónoma De Nuevo León,Hugo Alberto Barrera Saldaña,3,Salud Reproductiva y Perinatal
DISEÑO DE UN SISTEMA DE ADQUISICIÓN Y ANÁLISIS DE IMÁGENES DIGITALES PARA SU APLICACIÓN EN EL DIAGNÓSTICO MICROSCÓPICO DE LA ENFERMEDAD DE CHAGAS,Universidad Autónoma De Yucatán,Hugo Antonio Ruíz Piña,1,Enfermedades Infecciosas y Parasitarias
DESARROLLO DE UN SISTEMA INTELIGENTE DE INFORMACIÓN ESTRATÉGICA SOBRE TECNOLOGÍA PARA LA SALUD(TPS),"Fundacion Mexicana Para La Salud, A.C.",Hugo Manuel Ruíz de Chávez Guerrero,,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
evaluación de los factores genéticos que predisponen al desarrollo de Lupus Eritematoso Sistémico en niños y adultos en población mestiza mexicana,Instituto Nacional de Medicina Genómica (INMEGEN),HUMBERTO GARCÍA ORTIZ,,ENFERMEDADES CRÓNICAS
Epidemiología del virus de la influenza y otros virus respiratorios en granjas de producción porcina en México.,"Universidad Nacional Autónoma De México, UNAM",Humberto Ramírez Mendoza,1,Influenza
Determinantes sociales y culturales de conductas alimentarias de riesgo y obesidad.,El Colegio de la Frontera Norte A.C.,Ietza Rocío Bojórquez Chapela,1,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
"Problemas de salud mental y factores asociados, en personas deportadas a través de la frontera internacional en Baja California",El Colegio de la Frontera Norte A.C.,Ietza Rocío Bojórquez Chapela,1,Grupos Vulnerables
Frecuencia de tuberculosis multifármacorresistente en pacientes del Occidente de México,"Centro de Investigación y Asistencia en Tecnología y Diseño Del Estado de Jalisco, A.C. (CIATEJ)",IKURI ÁLVAREZ MAYA,Candidato,Enfermedades infecciosas y parasitarias
"Análisis filogenético de poblaciones del virus Dengue (DENV) aislados del mosquito vector Aedes aegypti en tres localidades geográficamente separadas de México: Monterrey, Chetumal y Acapulco.",Universidad Autónoma De Nuevo León,Ildefonso Fernández Salas,2,Enfermedades Infecciosas y Parasitarias
ANÁLISIS DE POLIMORFISMOS GENÉTICOS ASOCIADOS AL DESARROLLO DE PREECLAMPSIA EN MUJERES DE ORIGEN MESTIZO-MEXICANO Y MESTIZO-MAYA.,"Instituto de Seguridad y de Servicios Sociales para los Trabajadores Del Estado, ISSSTE",Ileana Patricia Canto Cetina,2,Salud Reproductiva y Perinatal
"POLIMORFISMOS EN LOS GENES DE OPG, LRP5 Y ESR1 COMO MARCADORES DE RIESGO GENÉTICO PARA LA PRESENTACIÓN DE FRACTURAS OSTEOPORÓSTICAS EN MUJERES POSMENOPÁUSICAS","Centro Médico Nacional 20 de Noviembre, ISSSTE",Ileana Patricia Canto Cetina,2,Enfermedades crónicas o degenerativas
DISEÑO DE UN PANEL DE BIOMARCADORES PARA LA DETECCIÓN TEMPRANA DE CÁNCER CERVICOUTERINO A PARTIR DE UNA SOLA TOMA DE MUESTRA.,Universidad Autónoma De Guerrero,ILLADES AGUIAR BERENICE,2,NEOPLASIAS MALIGNAS EN NIÑOS Y ADULTOS
"Proyecto de prevalencia y antropología de la medicina de trastornos musculoesqueléticos y enfermedades reumaticas en comunidades indigenas Mayas, Mixtecas y Zapotecas","Hospital General ""Dr. Manuel Gea González""",Ingris del Pilar Peláez Ballestas,1,Grupos Vulnerables
"Diagnóstico molecular rápido y preciso de las especies de Candida más comunes en infecciones hospitalarias: Candida tropicalis, Candida parapsilosis y Candida albicans.","Instituto Potosino de Investigación Científica y Tecnológica, A.C.",Irene Beatríz Castaño Navarro,2,Desarrollo y Evaluación de Tecnologías para la Salud
Laboratorio de Salud en el Trabajo: Área de Ergonomía Ocupacional.,Instituto Mexicano del Seguro Social,Irene Mujíca Morales,,Salud Ocupacional
DISEÑO Y VALIDACIÓN DE UN MÉTODO DE EVALUACIÓN ERGONOMICA DE CAMPO EN TRABAJADORES MEXICANOS.,Instituto Mexicano del Seguro Social,Irene Mujíca Morales,,Salud Ocupacional
PERFIL ANTROPOMÉTRICO DE LOS TRABAJADORES MEXICANOS.ESTUDIO MULTICÉNTRICO,Instituto Mexicano del Seguro Social,Irene Mujíca Morales,,Salud Ocupacional
IDENTIFICACIÓN DE MECANISMOS UTILIZADOS POR MACRÓFAGOS PARA MATAR INTRACÉLULARMENTE A MYCOBACTERIUM TUBERCULOSIS,"Instituto Politécnico Nacional, I.P.N.",Iris Citlali Elvira Estrada García,2,Enfermedades Infecciosas y Parasitarias
CALIDAD EN LA PRESCRIPCIÓN DE LA INCAPACIDAD TEMPORAL PARA EL TRABAJO Y SU IMPACTO ECONÓMICO,Instituto Mexicano del Seguro Social,Iris Contreras Hernández,,Evaluación del Desempeño e Impacto de los Servicios de Salud
Determinación de diferentes clases y subclases de anticuerpos específicos en muestras de sangre embebida en papel filtro de niños con infección congénita por Toxoplasma gondii como posibles marcadores de diagnóstico pronóstico,Instituto Nacional de Pediatría,Irma Cañedo Solares,1,Salud Reproductiva y Perinatal
CAMBIOS EN LA SEROPREVALENCIA Y DISTRIBUCIÓN NACIONAL DE TOXOPLASMOSIS ENTRE 2000 Y 2006: ANÁLISIS DE LAS ENCUESTAS NACIONALES SALUD,Instituto Nacional de Pediatría,Irma Cañedo Solares,1,Enfermedades Infecciosas y Parasitarias
Establecimiento de líneas celulares de la planta mexicana en peligro de extinción Magnolia dealata Zucc productoras de los nuevos compuestos ansiolíticos Honokiol y Magnolol con incremento en su rendimiento utilizando estrategias biotecnológicas,Instituto Mexicano del Seguro Social,Irma Fabiola Domínguez Avilés,1,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
evaluación de la vacunación contra Streptococcus pneumoniae a través del seguimiento del estado de portador en niños mexicanos menores de 2 años de edad.,Instituto Nacional de Salud Pública,Irma Gabriela Echaniz Avilés,1,Enfermedades del rezago y emergentes
CARACTERIZACIÓN DE LA CONTRIBUCIÓN GENÉTICA ASOCIADA AL RIESGO A PADECER DEGENERACIÓN MACULAR RELACIÓNADA A LA EDAD EN POBLACIÓN MEXICANA.,Instituto Nacional de Medicina Genómica (INMEGEN),Irma Silva Zolezzi,Candidato,Grupos Vulnerables
ESTUDIO PROSPECTIVO DE CÁNCER DE MAMA EN MÉXICO: MEDICIÓN BASAL Y PRIMER SEGUIMIENTO DETERMINANTES MARCADORES TEMPRANOS DE RIESGO Y PATRONES MAMOGRÁFICOS,Instituto Nacional de Salud Pública,Isabelle Francoise Marie Pierr Romieu Pagezy,3,Neoplasias malignas
Estudio para la detección oportuna y tratamiento de los componentes del síndrome metabólico en adultos de comunidades marginales; una intervención comunitaria sustentable de prevención y control,Instituto Nacional de Salud Pública,ISMAEL RICARDO CAMPOS NONATO,,ENFERMEDADES CRÓNICAS
EXPOSICIÓN A FTALATOS EN NIÑOS DE MÉXICO Y SU ASOCIACIÓN CON LA FUNCIÓN TIROIDEA Y SUS EFECTOS NEUROTÓXICOS,Universidad Autónoma De San Luis Potosí,Ivan Nelinho Pérez Maldonado,1,Medio Ambiente y Salud
EVALUACIÓN DE EFECTOS EN SALUD EN SITIOS CONTAMINADOS POR BIFENILOS POLICLORADOS (PCBS).,Universidad Autónoma De San Luis Potosí,Ivan Nelinho Pérez Maldonado,1,TOXICOLOGÍA
"EVALUACIÓN DEL SISTEMA DE VIGILANCIA Y PROMOCIÓN DEL DESARROLLO INTEGRAL DEL NIÑO. ESTUDIOS DE VALIDEZ CONCURRENTE E IMPACTO, Y DISEÑO DE ESTRATEGIAS DE CAPACITACIÓN.",Instituto Nacional de Pediatría,Iván Rolando Rivera González,,"TRASTORNOS PSIQUIÁTRICOS, NEUROLÓGICOS Y SALUD MENTAL"
DISEÑO Y VALIDACIÓN DE UN SISTEMA PARA LA DETECCIÓN DE RIESGOS Y LA PREVENCIÓN DE LA DISCAPACIDAD MENTAL EN LACTANTES DE 0 A 24 MESES,Instituto Nacional de Pediatría,Iván Rolando Rivera González,,Grupos Vulnerables
DESARROLLO E IMPLEMENTACIÓN DE UN SISTEMA DE EVALUACIÓN KINESIOLÓGICA DE RIESGO DE LESIÓN DE HOMBRO EN USUARIOS DE SILLA DE RUEDAS.,Instituto Nacional de Rehabilitación,Ivett Quiñónes Urióstegui,,Desarrollo y Evaluación de Tecnologías para la Salud
Desarrollo e Implementación de un Sistema de Biorretroalimentación para la Alineación Dinámica Análisis Kinesiológico y Rehabilitación del uso de Prótesis en Pacientes con Amputación de Miembros Pélvicos,Instituto Nacional de Rehabilitación,Ivett Quiñónes Urióstegui,,Grupos Vulnerables
"Contribución de variaciones de los genes LMF1, GPIHBP1 y APO AV en la génesis de la quilomicronemia","Instituto Nacional De Ciencias Medicas Y La Nutrición ""Salvador Zubiran""",Ivette Cruz Bautista,1,Enfermedades crónicas o degenerativas
COSTOS Y DETERMINANTES DE ENFERMEDADES HEPÁTICAS CRÓNICAS Y CIRROSIS EN LOS PARTICIPANTES DEL ESTUDIO DE COHORTE DE TRABAJADORES DEL IMSS: UN ESTUDIO PROSPECTIVO,Instituto Mexicano del Seguro Social,Ivonne Nicole Flores Leonard,1,Enfermedades crónicas o degenerativas
Determinantes y Factores de Pronóstico de Enfermedad Hepática Crónica en una Cohorte de Trabajadores de la Salud: Un Estudio Longitudinal,Instituto Mexicano del Seguro Social,Ivonne Nicole Flores Leonard,1,Enfermedades crónicas o degenerativas
"MEJORAMIENTO DE LA PRODUCCIÓN DEL SUERO ANTIVIPERINO, PRODUCIDO EN BIRMEX, A TRAVÉS DEL ESTABLECIMIENTO DE UN ESTANDAR CON VENENO DE SERPIENTES JÓVENES Y ADULTAS DE LOS GÉNEROS C basiliscus y B asper.","Laboratorios de Biológicos y Reactivos de México, (BIRMEX), S.A. de C.V.",J Francisco Reta Mares,,Desarrollo y Evaluación de Tecnologías para la Salud
PURIFICACIÓN DEL SUERO ANTIVIPERINO POLIVALENTE UTILIZANDO ÁCIDO CAPRILICO (AC) SOLO Y EN COMBINACIÓN CON CROMATOGRAFÍA DE INTERCAMBIO IONICO Y SU COMPARACION CON EL MÉTODO TRADICIONAL,"Laboratorios de Biológicos y Reactivos de México, (BIRMEX), S.A. de C.V.",J Francisco Reta Mares,,Salud Ambiental y Riesgos Derivados por los Cambios Climáticos
DESARROLLO Y ESCALAMIENTO A NIVEL PILOTO DE UNA VACUNA CONJUGADA DE HAEMOPHILUS INFLUENZAE B (HIB),"Laboratorios de Biológicos y Reactivos de México, (BIRMEX), S.A. de C.V.",J Francisco Reta Mares,,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
"EFECTOS DE LA ESTIMULACION ELECTROMAGNÉTICA EN LA REPLICACION Y DIFERENCIACION NEURAL DE CÉLULAS MADRE DE CEREBRO, CORDON UMBILICAL Y DE INTESTINO.",Instituto Nacional de Salud Pública,Jaime Belkind Gerson,1,Desarrollo y Evaluación de Tecnologías para la Salud
MICROCHIPS DE DNA PARA INVESTIGAR FACTORES VIRALES Y CELULARES ASOCIADOS A LA SOBREVIDA DE LAS PACIENTES CON CÁNCER CÉRVICO-UTERINO INFECTADAS CON EL VIRUS DEL PAPILOMA HUMANO 16 ASIATICO-AMERICANO,"Hospital General ""Dr. Manuel Gea González""",Jaime Berumen Campos,2,Padecimientos Congénitos o de origen genético
ALIANZA PARA EL ESTUDIO Y CONTROL DEL CÁNCER CERVICOUTERINO EN MÉXICO,Instituto Nacional de Cancerología,Jaime Guadalupe De la Garza Salazar,2,Neoplasias malignas
DIFERENCIACIÓN NEURONAL DE CÉLULAS MADRE EMBRIONARIAS HUMANAS: APLICACIONES EN ENFERMEDADES NEURODEGENERATIVAS.,"Universidad Nacional Autónoma De México, UNAM",Jaime Ivan Velasco Velázquez,2,Desarrollo y Evaluación de Tecnologías para la Salud
Desarrollo de una Vacuna de administración Nasal contra la Proteína Transferidora de Ésteres de Colesterol,"Universidad Nacional Autónoma De México, UNAM",Jaime Mas Oliva,3,Enfermedades crónicas o degenerativas
FRECUENCIA DE GAMAPATÍAS MONOCLONALES EN INDIVIDUOS SANOS CON ANTECEDENTE FAMILIAR DE MIELOMA MÚLTIPLE,Instituto Mexicano del Seguro Social,Jaime Patricio Barros Núñez,2,Neoplasias Malignas
"EXPRESIÓN DE GENES INVOLUCRADOS EN LA VÍA Wnt--CATENINA _x000D_
EN PACIENTES CON SÍNDROME X-FRÁGIL",Instituto Mexicano del Seguro Social,Jaime Patricio Barros Núñez,2,Neoplasias malignas
"Diseño y Construcción de Vectores Tipo Virion: Aplicaciones Potenciales como Portadores de Medicamentos, Imagenologia, Terapia Viral y Terapia Genética",Universidad Autónoma De San Luis Potosí,Jaime Ruíz García,3,Desarrollo y Evaluación de Tecnologías para la Salud
"INTEGRACIÓN DE LAS BASES CIENTÍFICAS, CLÍNICAS Y DESARROLLO TECNOLÓGICO PARA LA OBTENCIÓN DE UN FITOFÁRMACO ANTIHIPERTENSIVO A PARTIR DE UN EXTRACTO ESTANDARIZADO DE HIBISCUS SABDARIFFA",Instituto Mexicano del Seguro Social,Jaime Tortoriello García,3,"Sistemas de Salud, Economía de la Salud y Seguridad Social"
